group_id,label,runs_present,occurrences_per_run_min,occurrences_per_run_max,candidates,pooled_best_ns,fastest_distinct,fastest_modal_share_pct,ambiguous_pct,top2_margin_median_ns,top2_margin_median_pct,candidate_robust_cv_median_pct,candidate_robust_cv_p90_pct,candidate_robust_cv_max_pct,candidate_span_median_pct,observed_fastest_regret_p95_pct,modal_fastest_config,modal_fastest_config_id
ff20d38adb06,gemm_fusion_dot,4,1,1,31,7488.0,2,75.0,50.0,480.0,7.352941176470588,0.3161194029850746,0.6308936170212766,9.450836653386453,0.8528784648187633,0.18162393162393153,"triton(block_m=16,block_n=16,block_k=128,num_warps=2,num_stages=1,num_ctas=1)",c15a734d4585
c4c9b1ed064c,gemm_fusion_dot,4,1,1,47,6784.0,2,75.0,100.0,0.0,0.0,0.0,0.2682955421023665,1.385607476635514,0.36231884057971014,0.0,"triton(block_m=32,block_n=8,block_k=32,num_warps=2,num_stages=4,num_ctas=1)",a6d16a06419a
8de77f14c0f4,gemm_fusion_dot,4,1,1,59,170656.0,1,100.0,0.0,3072.0,1.800000056257034,3.082142663858237,8.999858512919769,11.17182705882353,7.541046944041505,0.0,"triton(block_m=64,block_n=8,block_k=128,num_warps=4,num_stages=3,num_ctas=1)",edaff9fc6510
9b905348bce6,input_reduce_fusion,4,1,1,3,6784.0,1,100.0,75.0,0.0,0.0,7.924810690423162,8.298622515443123,8.392075471698112,25.0,0.0,native_emitter,b9a30111d616
8d0176ea65e5,gemm_fusion_dot,4,1,1,17,7168.0,1,100.0,100.0,0.0,0.0,7.611562499999999,7.611562499999998,7.924810690423162,10.714285714285714,0.0,"triton(block_m=16,block_n=16,block_k=16,num_warps=2,num_stages=1,num_ctas=1)",7bf34fc88f18
7f1351291eba,gemm_fusion_dot,4,1,1,52,11920.0,1,100.0,75.0,0.0,0.0,3.649186035389765,7.509904244538189,7.837533039647576,8.197855413351782,0.0,gemm,0a3b949255c8
61ae4d43f9cb,input_reduce_fusion,4,1,1,3,7136.0,1,100.0,75.0,0.0,0.0,6.98085201793722,7.2337006049297266,7.296912751677852,25.05592841163311,0.0,native_emitter,b9a30111d616
1b661657a02e,input_reduce_fusion,4,1,1,3,6816.0,1,100.0,75.0,0.0,0.0,6.9496875000000005,7.214437500000001,7.280625,13.839285714285714,0.0,native_emitter,b9a30111d616
e12cce866e5e,input_reduce_fusion,4,1,1,3,7136.0,1,100.0,100.0,0.0,0.0,6.965234899328859,6.977728594215548,6.98085201793722,10.738255033557047,0.0,native_emitter,b9a30111d616
91778cca69a3,input_reduce_fusion,4,1,1,3,7168.0,1,100.0,100.0,0.0,0.0,6.9496875000000005,6.949687500000001,6.9496875000000005,10.267857142857142,0.0,native_emitter,b9a30111d616
8dbd5fd79d7c,input_reduce_fusion,4,2,2,3,7488.0,1,100.0,87.5,0.0,0.0,3.3915686274509804,3.5207712418300656,3.5530718954248366,5.446623093681917,0.0,native_emitter,b9a30111d616
b307961385df,gemm_fusion_dot,4,1,1,57,16368.0,1,100.0,100.0,0.0,0.0,1.9483479349186483,3.216071628638867,7.419624664879356,4.325062599590257,0.0,gemm,0a3b949255c8
c818e67c8f6c,gemm_fusion_dot,4,1,1,59,33120.0,1,100.0,0.0,2032.0,6.108612360486424,0.1711477177182788,1.5199013882983639,3.104921465968586,1.0400540447795412,0.0,gemm(algorithm=1),6564862ea2b0
6cb04bf92ea1,gemm_fusion_dot,4,1,1,59,20112.0,1,100.0,25.0,1568.0,7.794446750984781,0.060175549529407124,1.450451533720848,3.345782792665726,1.5892696528204744,0.0,gemm,0a3b949255c8
89b09e7119e3,gemm_fusion_dot,4,1,1,59,70624.0,1,100.0,0.0,2048.0,2.8999236051785875,0.27182155388447493,0.7468059676894404,2.5658006672226854,0.8598516692754905,0.0,gemm(algorithm=5),f1cf9c21fb05
e6106c3f7a6a,loop_convert_fusion,4,1,1,3,7488.0,1,100.0,75.0,0.0,0.0,0.3161194029850746,0.5700956754688097,0.6335897435897435,0.8528784648187633,0.0,native_emitter,b9a30111d616
