autotuner_id,root_opcode,distinct_choices,distinct_emitter_kinds,emitter_kinds,modal_share_pct,entropy_bits,modal_config,modal_config_id,run1_config_id,run2_config_id,run3_config_id,run4_config_id,run5_config_id
a5e72c3c7611,add,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
a6dd70f0f19d,convert,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
a728c5805032,power,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
a7e02c3a81a7,concatenate,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
a96be228bf41,multiply,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
a96cfbfcf1c4,dynamic-slice,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
aa0c909f4733,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
add35e4e73fb,broadcast,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
aedafa6db79f,reduce,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
b0afd7cc6c3c,reduce,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
b20c6291662c,select,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
b41fe96a68b0,gather,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
b53d81fb94b9,gather,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
b5409b54cfd7,multiply,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
b635cb49e5ee,broadcast,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
b6fe73ccc537,dynamic-update-slice,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
ba6ac97dd595,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
bc03e7a76fe1,convert,1,1,gemm,100.0,-0.0,gemm(algorithm=5),bd122f7582d9,bd122f7582d9,bd122f7582d9,bd122f7582d9,bd122f7582d9,bd122f7582d9
be21356efc43,dynamic-update-slice,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
bff0d37d145c,convert,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
c222139e1a07,compare,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
c297c1feac3e,dynamic-slice,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
c491d4b2eac2,reduce,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
c505636a79e9,select,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
c8d9b7782521,maximum,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
c9d56e36718e,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
c9eed8ae8707,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
ca318ecb00c4,broadcast,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
cc8b9345328e,compare,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
cdca90aa8a45,reduce,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
cde73e614219,reduce,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
d15fe4997db0,reduce,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
d28fa8aacb4a,select,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
d4c299ad0d54,convert,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
d9a36cea59b5,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
dcce395478a0,select,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
df3819096a9e,iota,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
df782554f7ad,convert,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
e190ba349079,reduce,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
e316897164d8,concatenate,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
e5aaf53fa3c0,reduce,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
e61af4ca3625,convert,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
e64ce0c05068,dynamic-update-slice,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
e6b4dd630b2f,concatenate,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
e76caf53c6d5,dot,1,1,gemm,100.0,-0.0,gemm,2c3d0e4b5b96,2c3d0e4b5b96,2c3d0e4b5b96,2c3d0e4b5b96,2c3d0e4b5b96,2c3d0e4b5b96
eacc9b66ea28,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
eb1013483455,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
ecc61a71fccc,dynamic-update-slice,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
ef4f013837ac,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
efd6209db78a,power,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
f010b426ef32,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
f097511e1ed0,add,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
f0f1392ddf5f,reduce,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
f1eceb71ddec,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
f8714d33508b,multiply,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
f8f16f5c7cc1,unknown,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
fe2adae49f95,dynamic-slice,1,1,native_emitter,100.0,-0.0,native_emitter,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616,b9a30111d616
